TOPUTMX,TOPUTMY,GNIS_NAME,LOCATIONID,SAMPLEID,BEGDATE,GEAR_TYPE,SPP,RUNNUM,ORIGIN,LIFE_STAGE,ABUNDANCE,QUALABUN,RANGE
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-01,1996/01/01,Backpack Electrofishing,BND,             1.00000,,,            49.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-01,1996/01/01,Backpack Electrofishing,LCB,             1.00000,,,            36.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-01,1996/01/01,Backpack Electrofishing,SCL,             1.00000,,,            35.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-02,1996/01/01,Backpack Electrofishing,BND,             1.00000,,,            35.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-02,1996/01/01,Backpack Electrofishing,FLF,             1.00000,,,             1.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-02,1996/01/01,Backpack Electrofishing,LCB,             1.00000,,,            36.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-02,1996/01/01,Backpack Electrofishing,SCL,             1.00000,,,            60.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-03,1996/01/01,Backpack Electrofishing,BND,             1.00000,,,            45.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-03,1996/01/01,Backpack Electrofishing,SCL,             1.00000,,,            39.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-03,1996/01/01,Backpack Electrofishing,BUL,             1.00000,,,             1.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-03,1996/01/01,Backpack Electrofishing,RBT,             1.00000,,,             2.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-03,1996/01/01,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        342416.00000,       4910961.00000,Evans Brook,             1.16860,A-01/01/1996-03,1996/01/01,Backpack Electrofishing,LCB,             1.00000,,,            41.00000,,
        342722.00000,       4911707.00000,Morrison Brook,             1.16870,A-01/01/1996-04,1996/01/01,Backpack Electrofishing,RBT,             1.00000,,,             1.00000,,
        342722.00000,       4911707.00000,Morrison Brook,             1.16870,A-01/01/1996-04,1996/01/01,Backpack Electrofishing,BND,             1.00000,,,             2.00000,,
        342722.00000,       4911707.00000,Morrison Brook,             1.16870,A-01/01/1996-04,1996/01/01,Backpack Electrofishing,LCB,             1.00000,,,            14.00000,,
        342722.00000,       4911707.00000,Morrison Brook,             1.16870,A-01/01/1996-04,1996/01/01,Backpack Electrofishing,LND,             1.00000,,,             2.00000,,
        342722.00000,       4911707.00000,Morrison Brook,             1.16870,A-01/01/1996-04,1996/01/01,Backpack Electrofishing,SCL,             1.00000,,,            16.00000,,
        387150.00000,       4852891.00000,Pleasant River,             1.07150,A-03/25/1998-01,1998/03/25,Backpack Electrofishing,BND,             1.00000,,,             6.00000,,
        387150.00000,       4852891.00000,Pleasant River,             1.07150,A-03/25/1998-01,1998/03/25,Backpack Electrofishing,CMS,             1.00000,,,             3.00000,,
        387150.00000,       4852891.00000,Pleasant River,             1.07150,A-03/25/1998-01,1998/03/25,Backpack Electrofishing,CCB,             1.00000,,,             1.00000,,
        387150.00000,       4852891.00000,Pleasant River,             1.07150,A-03/25/1998-01,1998/03/25,Backpack Electrofishing,WHS,             1.00000,,,             1.00000,,
        387150.00000,       4852891.00000,Pleasant River,             1.07150,A-03/25/1998-01,1998/03/25,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        387150.00000,       4852891.00000,Pleasant River,             1.07150,A-03/25/1998-01,1998/03/25,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        387150.00000,       4852891.00000,Pleasant River,             1.07150,A-03/25/1998-01,1998/03/25,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             6.00000,,
        387150.00000,       4852891.00000,Pleasant River,             1.07150,A-03/25/1998-01,1998/03/25,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        391499.00000,       4906302.00000,East Branch Nezinscot River,             1.12970,A-03/26/1998-01,1998/03/26,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        391499.00000,       4906302.00000,East Branch Nezinscot River,             1.12970,A-03/26/1998-01,1998/03/26,Backpack Electrofishing,SCL,             1.00000,,,             1.00000,,
        390469.00000,       4912371.00000,East Branch Nezinscot River,             1.12990,A-03/26/1998-02,1998/03/26,Backpack Electrofishing,WHS,             1.00000,,,             1.00000,,
        386692.00000,       4920164.00000,East Branch Nezinscot River,             1.13010,A-03/26/1998-03,1998/03/26,Backpack Electrofishing,BND,             1.00000,,,             4.00000,,
        386692.00000,       4920164.00000,East Branch Nezinscot River,             1.13010,A-03/26/1998-03,1998/03/26,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        387222.00000,       4917761.00000,East Branch Nezinscot River,             1.13020,A-03/26/1998-04,1998/03/26,Backpack Electrofishing,WHS,             1.00000,,,             1.00000,,
        387222.00000,       4917761.00000,East Branch Nezinscot River,             1.13020,A-03/26/1998-04,1998/03/26,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        387222.00000,       4917761.00000,East Branch Nezinscot River,             1.13020,A-03/26/1998-04,1998/03/26,Backpack Electrofishing,BND,             1.00000,,,             6.00000,,
        356605.00000,       4808384.00000,Great Works River,             1.00250,A-03/31/1998-01,1998/03/31,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        356605.00000,       4808384.00000,Great Works River,             1.00250,A-03/31/1998-01,1998/03/31,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             7.00000,,
        356605.00000,       4808384.00000,Great Works River,             1.00250,A-03/31/1998-01,1998/03/31,Backpack Electrofishing,EEL,             1.00000,,,             1.00000,,
        356605.00000,       4808384.00000,Great Works River,             1.00250,A-03/31/1998-01,1998/03/31,Backpack Electrofishing,WHS,             1.00000,,,             1.00000,,
        357517.00000,       4805701.00000,Great Works River,             1.00270,A-03/31/1998-02,1998/03/31,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        357517.00000,       4805701.00000,Great Works River,             1.00270,A-03/31/1998-02,1998/03/31,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        350206.00000,       4807461.00000,,             1.00710,A-03/31/1998-03,1998/03/31,Backpack Electrofishing,WHS,             1.00000,,,             2.00000,,
        350206.00000,       4807461.00000,,             1.00710,A-03/31/1998-03,1998/03/31,Backpack Electrofishing,LND,             1.00000,,,             6.00000,,
        350206.00000,       4807461.00000,,             1.00710,A-03/31/1998-03,1998/03/31,Backpack Electrofishing,CMS,             1.00000,,,            12.00000,,
        350206.00000,       4807461.00000,,             1.00710,A-03/31/1998-03,1998/03/31,Backpack Electrofishing,BND,             1.00000,,,             6.00000,,
        350081.00000,       4805168.00000,Little River,             1.00740,A-03/31/1998-04,1998/03/31,Backpack Electrofishing,WHS,             1.00000,,,             1.00000,,
        350081.00000,       4805168.00000,Little River,             1.00740,A-03/31/1998-04,1998/03/31,Backpack Electrofishing,LND,             1.00000,,,             2.00000,,
        350081.00000,       4805168.00000,Little River,             1.00740,A-03/31/1998-04,1998/03/31,Backpack Electrofishing,EEL,             1.00000,,,             1.00000,,
        350081.00000,       4805168.00000,Little River,             1.00740,A-03/31/1998-04,1998/03/31,Backpack Electrofishing,BND,             1.00000,,,             4.00000,,
        372632.00000,       4799001.00000,Blacksmith Brook,             1.01540,A-03/31/1998-06,1998/03/31,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        372632.00000,       4799001.00000,Blacksmith Brook,             1.01540,A-03/31/1998-06,1998/03/31,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            17.00000,,
        372632.00000,       4799001.00000,Blacksmith Brook,             1.01540,A-03/31/1998-06,1998/03/31,Backpack Electrofishing,EEL,             1.00000,,,             6.00000,,
        363138.00000,       4804795.00000,,             1.01680,A-03/31/1998-07,1998/03/31,Backpack Electrofishing,WHS,             1.00000,,,             1.00000,,
        363138.00000,       4804795.00000,,             1.01680,A-03/31/1998-07,1998/03/31,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        363138.00000,       4804795.00000,,             1.01680,A-03/31/1998-07,1998/03/31,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        392571.00000,       4861595.00000,Libby Brook,             1.09830,A-04/09/1998-01,1998/04/09,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             6.00000,,
        392571.00000,       4861595.00000,Libby Brook,             1.09830,A-04/09/1998-01,1998/04/09,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        392615.00000,       4861942.00000,Libby Brook,             1.09850,A-04/09/1998-02,1998/04/09,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             6.00000,,
        395234.00000,       4865387.00000,Brandy Brook,             1.09770,A-04/15/1999-01,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            12.00000,,
        395234.00000,       4865387.00000,Brandy Brook,             1.09770,A-04/15/1999-01,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            11.00000,,
        395234.00000,       4865387.00000,Brandy Brook,             1.09770,A-04/15/1999-01,1999/04/15,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             8.00000,,
        395231.00000,       4865433.00000,Brandy Brook,             1.09780,A-04/15/1999-02,1999/04/15,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        395231.00000,       4865433.00000,Brandy Brook,             1.09780,A-04/15/1999-02,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             7.00000,,
        395030.00000,       4862789.00000,Brandy Brook,             1.09790,A-04/15/1999-03,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             5.00000,,
        395548.00000,       4864137.00000,Brandy Brook,             1.09800,A-04/15/1999-04,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             5.00000,,
        395548.00000,       4864137.00000,Brandy Brook,             1.09800,A-04/15/1999-04,1999/04/15,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        395548.00000,       4864137.00000,Brandy Brook,             1.09800,A-04/15/1999-04,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             6.00000,,
        395548.00000,       4864137.00000,Brandy Brook,             1.09800,A-04/15/1999-05,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             8.00000,,
        395548.00000,       4864137.00000,Brandy Brook,             1.09800,A-04/15/1999-05,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        395224.00000,       4865542.00000,Brandy Brook,             1.09810,A-04/15/1999-06,1999/04/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            17.00000,,
        395224.00000,       4865542.00000,Brandy Brook,             1.09810,A-04/15/1999-06,1999/04/15,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        399181.00000,       4831939.00000,Trout Brook,             1.06070,A-04/18/2000-01,2000/04/18,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             8.00000,,
        399181.00000,       4831939.00000,Trout Brook,             1.06070,A-04/18/2000-01,2000/04/18,Backpack Electrofishing,EEL,             1.00000,,,             4.00000,,
        399345.00000,       4831435.00000,Trout Brook,             1.06090,A-04/18/2000-02,2000/04/18,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            13.00000,,
        399345.00000,       4831435.00000,Trout Brook,             1.06090,A-04/18/2000-02,2000/04/18,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             9.00000,,
        394293.00000,       4863611.00000,Collyer Brook,             1.09750,A-04/21/1995-01,1995/04/21,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            14.00000,,
        394293.00000,       4863611.00000,Collyer Brook,             1.09750,A-04/21/1995-01,1995/04/21,Backpack Electrofishing,WHS,             1.00000,,,             1.00000,,
        394293.00000,       4863611.00000,Collyer Brook,             1.09750,A-04/21/1995-01,1995/04/21,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        394293.00000,       4863611.00000,Collyer Brook,             1.09750,A-04/21/1995-01,1995/04/21,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             4.00000,,
        394293.00000,       4863611.00000,Collyer Brook,             1.09750,A-04/21/1995-01,1995/04/21,Backpack Electrofishing,LCB,             1.00000,,,             2.00000,,
        392917.00000,       4841313.00000,Minnow Brook,             1.16980,A-04/21/2006-01,2006/04/21,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        392917.00000,       4841313.00000,Minnow Brook,             1.16980,A-04/21/2006-01,2006/04/21,Backpack Electrofishing,CCB,             1.00000,,,,Present,
        392917.00000,       4841313.00000,Minnow Brook,             1.16980,A-04/21/2006-01,2006/04/21,Backpack Electrofishing,NSK,             1.00000,,,,Present,
        365070.00000,       4833988.00000,,             1.03150,A-04/28/1995-01,1995/04/28,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            27.00000,,
        365070.00000,       4833988.00000,,             1.03150,A-04/28/1995-01,1995/04/28,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        365070.00000,       4833988.00000,,             1.03150,A-04/28/1995-01,1995/04/28,Backpack Electrofishing,PKL,             1.00000,,,             1.00000,,
        365070.00000,       4833988.00000,,             1.03150,A-04/28/1995-01,1995/04/28,Backpack Electrofishing,WHS,             1.00000,,,             7.00000,,
        395137.00000,       4862297.00000,Collyer Brook,             1.16930,A-05/03/1995-01,1995/05/03,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        395137.00000,       4862297.00000,Collyer Brook,             1.16930,A-05/03/1995-01,1995/05/03,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             4.00000,,
        395137.00000,       4862297.00000,Collyer Brook,             1.16930,A-05/03/1995-01,1995/05/03,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        395137.00000,       4862297.00000,Collyer Brook,             1.16930,A-05/03/1995-01,1995/05/03,Backpack Electrofishing,WHS,             1.00000,,,             5.00000,,
        385871.00000,       4850067.00000,Pleasant River,             1.07170,A-05/08/1992-01,1992/05/08,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             5.00000,,
        385871.00000,       4850067.00000,Pleasant River,             1.07170,A-05/08/1992-01,1992/05/08,Backpack Electrofishing,EEL,             1.00000,,,             8.00000,,
        385871.00000,       4850067.00000,Pleasant River,             1.07170,A-05/08/1992-01,1992/05/08,Backpack Electrofishing,CMS,             1.00000,,,             3.00000,,
        385871.00000,       4850067.00000,Pleasant River,             1.07170,A-05/08/1992-01,1992/05/08,Backpack Electrofishing,WHS,             1.00000,,,             1.00000,,
        385871.00000,       4850067.00000,Pleasant River,             1.07170,A-05/08/1992-01,1992/05/08,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        385871.00000,       4850067.00000,Pleasant River,             1.07170,A-05/08/1992-01,1992/05/08,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        385871.00000,       4850067.00000,Pleasant River,             1.07170,A-05/08/1992-01,1992/05/08,Backpack Electrofishing,BND,             1.00000,,,             9.00000,,
        397129.00000,       4857838.00000,,             1.16550,A-05/10/1993-01,1993/05/10,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            12.00000,,
        387753.00000,       4846410.00000,Colley Wright Brook,             1.07080,A-05/11/1993-01,1993/05/11,Backpack Electrofishing,WHS,             1.00000,,,            25.00000,,
        387753.00000,       4846410.00000,Colley Wright Brook,             1.07080,A-05/11/1993-01,1993/05/11,Backpack Electrofishing,BND,             1.00000,,,            48.00000,,
        387753.00000,       4846410.00000,Colley Wright Brook,             1.07080,A-05/11/1993-01,1993/05/11,Backpack Electrofishing,CCB,             1.00000,,,             5.00000,,
        387753.00000,       4846410.00000,Colley Wright Brook,             1.07080,A-05/11/1993-01,1993/05/11,Backpack Electrofishing,CMS,             1.00000,,,             5.00000,,
        387753.00000,       4846410.00000,Colley Wright Brook,             1.07080,A-05/11/1993-01,1993/05/11,Backpack Electrofishing,EEL,             1.00000,,,             3.00000,,
        387753.00000,       4846410.00000,Colley Wright Brook,             1.07080,A-05/11/1993-01,1993/05/11,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            17.00000,,
        387696.00000,       4824340.00000,,             1.17420,A-05/13/2005-01,2005/05/13,Backpack Electrofishing,EEL,             1.00000,,,             1.00000,,
        387696.00000,       4824340.00000,,             1.17420,A-05/13/2005-01,2005/05/13,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        396661.00000,       4868039.00000,Stevens Brook,             1.09980,A-05/15/2000-01,2000/05/15,Backpack Electrofishing,BND,             1.00000,,,,Rare,
        396661.00000,       4868039.00000,Stevens Brook,             1.09980,A-05/15/2000-01,2000/05/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             9.00000,,
        396661.00000,       4868039.00000,Stevens Brook,             1.09980,A-05/15/2000-01,2000/05/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        396753.00000,       4867877.00000,Stevens Brook,             1.09990,A-05/15/2000-02,2000/05/15,Backpack Electrofishing,BND,             1.00000,,,,Rare,
        396753.00000,       4867877.00000,Stevens Brook,             1.09990,A-05/15/2000-02,2000/05/15,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             8.00000,,
        396753.00000,       4867877.00000,Stevens Brook,             1.09990,A-05/15/2000-02,2000/05/15,Backpack Electrofishing,EEL,             1.00000,,,             4.00000,,
        387830.00000,       4867234.00000,Sucker Brook,             1.07260,A-05/21/1999-01,1999/05/21,Backpack Electrofishing,CCS,             1.00000,,,             1.00000,,
        387830.00000,       4867234.00000,Sucker Brook,             1.07260,A-05/21/1999-01,1999/05/21,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        387830.00000,       4867234.00000,Sucker Brook,             1.07260,A-05/21/1999-01,1999/05/21,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            13.00000,,
        387830.00000,       4867234.00000,Sucker Brook,             1.07260,A-05/21/1999-01,1999/05/21,Backpack Electrofishing,WHS,             1.00000,,,             2.00000,,
        365071.00000,       4835130.00000,,             1.03110,A-05/25/1995-01,1995/05/25,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             7.00000,,
        365071.00000,       4835130.00000,,             1.03110,A-05/25/1995-01,1995/05/25,Backpack Electrofishing,YLP,             1.00000,,,            10.00000,,
        365071.00000,       4835130.00000,,             1.03110,A-05/25/1995-01,1995/05/25,Backpack Electrofishing,FLF,             1.00000,,,             5.00000,,
        365071.00000,       4835130.00000,,             1.03110,A-05/25/1995-01,1995/05/25,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            93.00000,,
        365071.00000,       4835130.00000,,             1.03110,A-05/25/1995-01,1995/05/25,Backpack Electrofishing,WHS,             1.00000,,,            14.00000,,
        365071.00000,       4835130.00000,,             1.03110,A-05/25/1995-01,1995/05/25,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        389093.00000,       4810211.00000,,           110.03340,A-05/26/2010-01,2010/05/26,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            85.00000,Abundant,46-208
        395234.00000,       4865387.00000,Brandy Brook,             1.09770,A-05/27/1999-01,1999/05/27,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             4.00000,,
        395231.00000,       4865433.00000,Brandy Brook,             1.09780,A-05/27/1999-02,1999/05/27,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        395548.00000,       4864137.00000,Brandy Brook,             1.09800,A-05/27/1999-03,1999/05/27,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        395548.00000,       4864137.00000,Brandy Brook,             1.09800,A-05/27/1999-04,1999/05/27,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        386187.00000,       4822161.00000,Cascade Brook,             1.05830,A-05/27/2010-01,2010/05/27,Backpack Electrofishing,EEL,             1.00000,Wild,Adults/Juveniles,             2.00000,Present,"< 6"""
        386187.00000,       4822161.00000,Cascade Brook,             1.05830,A-05/27/2010-01,2010/05/27,Backpack Electrofishing,BND,             1.00000,Wild,Adults/Juveniles,             4.00000,Present,
        386187.00000,       4822161.00000,Cascade Brook,             1.05830,A-05/27/2010-01,2010/05/27,Backpack Electrofishing,WHS,             1.00000,Wild,Juvenile,             3.00000,Present,
        387025.00000,       4824082.00000,Stuart Brook,             1.05850,A-05/27/2010-02,2010/05/27,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            11.00000,Common,42-225mm
        387025.00000,       4824082.00000,Stuart Brook,             1.05850,A-05/27/2010-02,2010/05/27,Backpack Electrofishing,CCB,             1.00000,Wild,Juvenile,             1.00000,Rare,not noted
        387025.00000,       4824082.00000,Stuart Brook,             1.05850,A-05/27/2010-02,2010/05/27,Backpack Electrofishing,BKT,             1.00000,Wild,Adults/Juveniles,            11.00000,Common,42-225mm
        387025.00000,       4824082.00000,Stuart Brook,             1.05850,A-05/27/2010-02,2010/05/27,Backpack Electrofishing,WHS,             1.00000,Wild,Adults/Juveniles,             7.00000,Common,Did not note
        387025.00000,       4824082.00000,Stuart Brook,             1.05850,A-05/27/2010-02,2010/05/27,Backpack Electrofishing,EEL,             1.00000,Wild,Adults/Juveniles,             4.00000,Common,"2<6"",2>6"""
        385459.00000,       4825738.00000,,           110.03510,A-05/27/2010-03,2010/05/27,Backpack Electrofishing,BKT,             1.00000,Wild,Adults/Juveniles,            16.00000,Abundant,234-107
        385459.00000,       4825738.00000,,           110.03510,A-05/27/2010-03,2010/05/27,Backpack Electrofishing,WHS,             1.00000,Wild,Adults/Juveniles,             5.00000,Present,
        387665.00000,       4827792.00000,Beaver Brook,             1.05930,A-05/27/2010-04,2010/05/27,Backpack Electrofishing,NSK,             1.00000,Wild,Adults/Juveniles,             1.00000,Rare,not noted
        387665.00000,       4827792.00000,Beaver Brook,             1.05930,A-05/27/2010-04,2010/05/27,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             9.00000,Common,40-186mm
        387665.00000,       4827792.00000,Beaver Brook,             1.05930,A-05/27/2010-04,2010/05/27,Backpack Electrofishing,BKT,             1.00000,Wild,Adults/Juveniles,             9.00000,Common,40-186mm
        387665.00000,       4827792.00000,Beaver Brook,             1.05930,A-05/27/2010-04,2010/05/27,Backpack Electrofishing,EEL,             1.00000,Wild,Adults/Juveniles,            12.00000,Abundant,"7>6"",5<6"""
        371736.00000,       4909233.00000,Little Androscoggin River,             1.11260,A-05/29/1998-01,1998/05/29,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             7.00000,,
        371736.00000,       4909233.00000,Little Androscoggin River,             1.11260,A-05/29/1998-01,1998/05/29,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,            10.00000,,
        371736.00000,       4909233.00000,Little Androscoggin River,             1.11260,A-05/29/1998-01,1998/05/29,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             5.00000,,
        371736.00000,       4909233.00000,Little Androscoggin River,             1.11260,A-05/29/1998-02,1998/05/29,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,            10.00000,,
        371736.00000,       4909233.00000,Little Androscoggin River,             1.11260,A-05/29/1998-02,1998/05/29,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             7.00000,,
        371736.00000,       4909233.00000,Little Androscoggin River,             1.11260,A-05/29/1998-02,1998/05/29,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             1.00000,,
        372240.00000,       4909269.00000,Little Androscoggin River,             1.16660,A-05/29/1998-03,1998/05/29,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,            11.00000,,
        372240.00000,       4909269.00000,Little Androscoggin River,             1.16660,A-05/29/1998-03,1998/05/29,Backpack Electrofishing,BNT,             1.00000,Unknown,Adults/Juveniles,             5.00000,,
        372240.00000,       4909269.00000,Little Androscoggin River,             1.16660,A-05/29/1998-03,1998/05/29,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,CMS,             1.00000,,,            14.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             3.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,EEL,             1.00000,,,             7.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,GLS,             1.00000,,,             6.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,BUL,             1.00000,,,             1.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,BND,             1.00000,,,            27.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,             2.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,CCB,             1.00000,,,            20.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,FLF,             1.00000,,,             1.00000,,
        387420.00000,       4844388.00000,Colley Wright Brook,             1.07090,A-06/01/1992-01,1992/06/01,Backpack Electrofishing,WHS,             1.00000,,,            34.00000,,
        387961.00000,       4825501.00000,Phillips Brook,             1.05900,A-06/01/2010-01,2010/06/01,Backpack Electrofishing,BKT,             1.00000,Unknown,Adults/Juveniles,            21.00000,Abundant,52-160mm
        387961.00000,       4825501.00000,Phillips Brook,             1.05900,A-06/01/2010-01,2010/06/01,Backpack Electrofishing,BND,             1.00000,Wild,Adults/Juveniles,             1.00000,Present,40mm
        387961.00000,       4825501.00000,Phillips Brook,             1.05900,A-06/01/2010-01,2010/06/01,Backpack Electrofishing,EEL,             1.00000,Wild,Adults/Juveniles,             2.00000,Present,"<6"""
