Basin,Stem,Station,Date,Species,Average,Minimum,Maximum,Body,Town,Latitude,Longitude,,,,,,,,
4,1,a,980000,brntrt,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,eel,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,gshad,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,hshad,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,lmb,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,rnbwtrt,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,slamprey,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,wperch,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,wtcat,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,a,980000,wtsuck,no measurements,,,Potter Hill Fishway,Hopkinton,41.41402,-71.79706,,,,,,,,
4,1,b,980400,alewife,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,ashad,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,atlsalm,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,blgl,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,blkcrp,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,brbull,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,brktrt,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,brntrt,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,chnpick,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,eel,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,gldshnr,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,gshad,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,lmb,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,pmpknsd,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,rdbrst,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,rdfnpick,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,wperch,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,wtcat,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,wtsuck,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,b,980400,yperch,no measurements,,,Pawcatuck R/Bridge St,Westerly,41.39719,-71.84217,,,,,,,,
4,1,c,940000,ashad,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,alewife,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,eel,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,stbass,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,lmb,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,wperch,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,brntrt,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,rnbwtrt,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,blgl,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,chnpick,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,bndkilli,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,stkilli,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,mummi,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,shphdmnw,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,3spine,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,4spine,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,menhdn,Atl,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,asside,Atl,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,smelt,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,wflounder,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,blfsh,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,spotfin mojarra,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,cjack,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,srobin,northern,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,tomcod,Atl,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,ngoby,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,anchovy,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,pipefish,northern,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,wkfsh,squeteague,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,needlefish,Atl,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,gsnapper,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,940000,nkingfish,,no measurements,,Pawcatuck R/East Ave,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1010817,wtsuck,106,106,106,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011023,asside,110,110,110,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011023,bndkilli,37.5,36,39,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011023,insside,42.2,40,46,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011023,stbass,no measurements,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011023,wperch,no measurements,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011105,3spine,54,54,54,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011105,4spine,38,37,39,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011105,wflounder,108,65,151,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1011105,wpane,50,50,50,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1040804,butterfish,40,40,40,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1040817,tautaug,58,58,58,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,alewife,65-124,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,ashad,74-114,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,asside,,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,blbck,55-94,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,blfsh,75-134,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,blgl,60-99,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,bndkilli,,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,chnpick,175-194,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,cjack,40-84,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,gldshnr,,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,hogchok,20-64,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,lmb,135-280,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,menhdn,30-124,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,ngoby,,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,nkingfish,90-159,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,pmpknsd,65-84,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,rdbrst,60-84,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,smelt,60-99,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,srobin,77,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,stbass,332-457,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,wflounder,50-107,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,wkfsh,90-99,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,wperch,70-270,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,980000,yperch,82,,,Pawcatuck River seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,alewife,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,ashad,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,asside,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,blfsh,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,blgl,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,cjack,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,gshad,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,lkdown,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,lmb,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,menhdn,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,mummi,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,nkingfish,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,pmpknsd,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,srobin,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,stbass,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,stkilli,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,wflounder,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,wpane,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,wperch,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,990826,wtmull,no measurements,,,Pawcatuck R. seine survey,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,ashad,,82,106,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,blfsh,100,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,chnpick,200,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,eel,,300,600,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,asside,120,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,bndkilli,,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,mummi,,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,needlefish,,250,305,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,ngoby,25,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,srobin,70,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,4spine,,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,anchovy,30,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,kingfish,150,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,cjack,60,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,butterfish,30,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,menhdn,30,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,wflounder,,47,99,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,weakfish,,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,spot ,150,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,summer flounder (fluke),,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,c,1080826,gshad,>350,,,Pawcatuck R.,Westerly,41.35333,-71.83667,,,,,,,,
4,1,d,980907,hshad,410,410,410,Pawcatuck R./Avondale,Westerly,41.33194,-71.84306,,,,,,,,
4,1,d,980907,menhdn,280,280,280,Pawcatuck R./Avondale,Westerly,41.33194,-71.84306,,,,,,,,
4,1,d,980907,stbass,330,330,330,Pawcatuck R./Avondale,Westerly,41.33194,-71.84306,,,,,,,,
4,1,1,980803,atlsalm,91.7,60,145,Beaver R./Old Mountain Rd.,Richmond,41.53862,-71.64096,,,,,,,,
4,1,1,980803,brktrt,137.3,44,280,Beaver R./Old Mountain Rd.,Richmond,41.53862,-71.64096,,,,,,,,
4,1,1,980803,eel,328.0,175,500,Beaver R./Old Mountain Rd.,Richmond,41.53862,-71.64096,,,,,,,,
4,1,1,980803,rdfnpick,98.3,74,133,Beaver R./Old Mountain Rd.,Richmond,41.53862,-71.64096,,,,,,,,
4,1,1,980803,wtsuck,87.0,80,98,Beaver R./Old Mountain Rd.,Richmond,41.53862,-71.64096,,,,,,,,
4,1,2,980804,atlsalm,76.3,44,160,Beaver R./Beaver R School House Rd,Richmond,41.47950,-71.62364,,,,,,,,
4,1,2,980804,brbull,72.9,41,107,Beaver R./Beaver R School House Rd,Richmond,41.47950,-71.62364,,,,,,,,
4,1,2,980804,brktrt,140.7,65,268,Beaver R./Beaver R School House Rd,Richmond,41.47950,-71.62364,,,,,,,,
4,1,2,980804,eel,273.7,180,450,Beaver R./Beaver R School House Rd,Richmond,41.47950,-71.62364,,,,,,,,
4,1,2,980804,rdfnpick,116.4,65,175,Beaver R./Beaver R School House Rd,Richmond,41.47950,-71.62364,,,,,,,,
4,1,2,980804,tssdtr,55.1,40,72,Beaver R./Beaver R School House Rd,Richmond,41.47950,-71.62364,,,,,,,,
4,1,2,980804,wtsuck,78.5,77,80,Beaver R./Beaver R School House Rd,Richmond,41.47950,-71.62364,,,,,,,,
4,1,3,980807,bndsnfsh,62.7,58,66,Taney B./Shannock Hill Rd.,Richmond,41.46042,-71.64772,,,,,,,,
4,1,3,980807,brbull,92.0,92,92,Taney B./Shannock Hill Rd.,Richmond,41.46042,-71.64772,,,,,,,,
4,1,3,980807,brktrt,133.0,62,210,Taney B./Shannock Hill Rd.,Richmond,41.46042,-71.64772,,,,,,,,
4,1,3,980807,eel,400.0,400,400,Taney B./Shannock Hill Rd.,Richmond,41.46042,-71.64772,,,,,,,,
4,1,3,980807,gldshnr,92.9,50,135,Taney B./Shannock Hill Rd.,Richmond,41.46042,-71.64772,,,,,,,,
4,1,3,980807,pmpknsd,62.3,49,78,Taney B./Shannock Hill Rd.,Richmond,41.46042,-71.64772,,,,,,,,
4,1,3,980807,rdfnpick,98.7,50,202,Taney B./Shannock Hill Rd.,Richmond,41.46042,-71.64772,,,,,,,,
4,1,3,980807,tssdtr,56.0,44,68,Taney B./Shannock Hill Rd.,Richmond,41.46042,-71.64772,,,,,,,,
4,1,4,980814,brbull,127.0,114,140,Meadow B./Pine Hill Rd.,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,980814,brktrt,127.7,60,240,Meadow B./Pine Hill Rd.,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,980814,eel,450.0,450,450,Meadow B./Pine Hill Rd.,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,980814,rdfnpick,100.1,59,197,Meadow B./Pine Hill Rd.,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,980814,tssdtr,64.6,45,80,Meadow B./Pine Hill Rd.,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,980814,wtsuck,47.0,47,47,Meadow B./Pine Hill Rd.,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,atlsalm,-,-,-,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,brktrt,-,-,-,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,crkchbskr,75.0,75,75,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,eel,-,-,-,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,gldshnr,125.0,125,125,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,lmb,110.0,110,110,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,rdfnpick,-,-,-,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,tssdtr,-,-,-,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,4,1080925,wtsuck,-,-,-,Meadow Brook/Pine Hill Road,Richmond,41.46775,-71.68997,,,,,,,,
4,1,5,980826,blgl,70.3,54,84,Cedar Swamp B./Old Mill Rd.,Charlestown,41.42978,-71.66567,,,,,,,,
4,1,5,980826,bndsnfsh,67.8,59,74,Cedar Swamp B./Old Mill Rd.,Charlestown,41.42978,-71.66567,,,,,,,,
4,1,5,980826,rdfnpick,166.4,153,183,Cedar Swamp B./Old Mill Rd.,Charlestown,41.42978,-71.66567,,,,,,,,
4,1,6,980826,blgl,74.0,74,74,Cedar Swamp B./Kings Factory Rd.,Charlestown,41.42698,-71.69472,,,,,,,,
4,1,6,980826,chnpick,100.0,100,100,Cedar Swamp B./Kings Factory Rd.,Charlestown,41.42698,-71.69472,,,,,,,,
4,1,6,980826,eel,282.3,254,325,Cedar Swamp B./Kings Factory Rd.,Charlestown,41.42698,-71.69472,,,,,,,,
4,1,6,980826,rdfnpick,118.4,56,157,Cedar Swamp B./Kings Factory Rd.,Charlestown,41.42698,-71.69472,,,,,,,,
4,1,7,1050711,blgl,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,brbull,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,brntrt,369.0,345,393,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,chnpick,152.3,105,192,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,crkchbskr,109.5,109,110,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,eel,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,gldshnr,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,lmb,197.0,35,436,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,rdbrst,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,rdfnpick,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,rnbwtrt,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,tssdtr,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,wtcat,126.0,126,126,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,wtsuck,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1050711,yperch,0.0,0,0,Pawcatuck River/Riverside Dr./Bradford Landing,Westerly,41.40681,-71.74781,,,,,,,,
4,1,7,1040608,brbull,244.0,244,244,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040608,brntrt,0.0,0,0,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040608,eel,0.0,0,0,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040608,gldshnr,0.0,0,0,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040608,rnbwtrt,299.0,299,299,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040608,tssdtr,0.0,0,0,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040608,wtsuck,0.0,0,0,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040608,yperch,0.0,0,0,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040720,alewife,no measurements,,,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
4,1,7,1040720,blgl,no measurements,,,Pawcatuck R./Bradford Landing,Westerly/Hopkinton/Charlestown,41.40681,-71.74781,,,,,,,,
