Basin,Stem,Station,Date,Species,Average,Minimum,Maximum,Body,Town,Latitude,Longitude,,,,,,,
9,a,2,1000614,brbull,297.4117647,227,345,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000614,chnpick,283.5,281,286,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000614,eel,209.7142857,125,280,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000614,lmb,275.4566474,25,556,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000614,pmpknsd,116.1,79,181,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000614,wtsuck,292.5,115,470,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000614,yperch,209.5,207,212,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000623,blgl,57,57,57,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000623,bndkilli,0,0,0,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000623,eel,0,0,0,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000623,gldshnr,88,88,88,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000623,lmb,0,0,0,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1000623,pmpknsd,85,85,85,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1050816,alewife,51,42,65,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1050816,blgl,109,87,167,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1050816,blkcrp,202.5,199,206,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1050816,chnpick,145,145,145,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1050816,gldshnr,73,73,73,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1050816,lmb,261.5,85,433,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,2,1050816,pmpknsd,97,97,97,Gorton Pond,Warwick,41.704611,-71.457861,,,,,,,
9,a,3,1000620,alewife,240,230,260,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,alewife,32.5,30,36,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,blgl,111.9,68,206,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,carp,573.8888889,500,650,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,eel,254.375,175,380,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,gshad,450.5,395,500,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,lmb,247.5714286,90,525,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,pmpknsd,132.8,92,190,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,wperch,132.7,118,180,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000620,yperch,132.65625,104,225,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000623,blgl,0,0,0,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000623,bndkilli,0,0,0,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000623,carp,0,0,0,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000623,eel,0,0,0,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000623,lmb,0,0,0,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1000623,tssdtr,52,52,52,Warwick Pond,Warwick,41.721722,-71.412444,,,,,,,
9,a,3,1120910,alewife,63,52,75,Warwick Pond,Warwick,,,,,,,,,
9,a,3,1120910,gshad,214.8,142,421,Warwick Pond,Warwick,,,,,,,,,
9,a,3,1120910,lmb,69,65,72,Warwick Pond,Warwick,,,,,,,,,
9,a,3,1120910,wperch,200.6,87,270,Warwick Pond,Warwick,,,,,,,,,
9,a,3,1120910,yperch,141.6,77,170,Warwick Pond,Warwick,,,,,,,,,
9,c,4,920429,brktrt,75,25,125,Mill Creek/Ross Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,c,4,941103,9spine,0,0,0,Mill Creek/Narragansett Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,c,4,941103,eel,150,150,150,Mill Creek/Narragansett Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,c,4,941103,mummi,0,0,0,Mill Creek/Narragansett Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,c,4,1000808,eel,0,0,0,Mill Creek/Narragansett Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,c,4,1000808,eel,175.5,79,330,Mill Creek/Ross Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,c,4,1000808,mummi,0,0,0,Mill Creek/Narragansett Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,c,4,1010823,brktrt,120.25,106,136,Mill Creek/Ross Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,c,4,1010823,eel,195,150,240,Mill Creek/Ross Ave,Portsmouth/Prudence Island,41.62639954,-71.31287979,,,,,,,
9,a,5,1000809,blgl,109.5,101,118,Annaquatucket R./Ryan Park + Tower Hill Rd.,North Kingstown,41.55664733,-71.46525065,,,,,,,
9,a,5,1000809,brbull,143,120,157,Annaquatucket R./Ryan Park + Tower Hill Rd.,North Kingstown,41.55664733,-71.46525065,,,,,,,
9,a,5,1000809,eel,178.9333333,87,410,Annaquatucket R./Ryan Park + Tower Hill Rd.,North Kingstown,41.55664733,-71.46525065,,,,,,,
9,a,5,1000809,lmb,78.9,56,170,Annaquatucket R./Ryan Park + Tower Hill Rd.,North Kingstown,41.55664733,-71.46525065,,,,,,,
9,a,5,1000809,pmpknsd,101.4285714,92,113,Annaquatucket R./Ryan Park + Tower Hill Rd.,North Kingstown,41.55664733,-71.46525065,,,,,,,
9,a,5,1000809,tssdtr,63.06666667,32,84,Annaquatucket R./Ryan Park + Tower Hill Rd.,North Kingstown,41.55664733,-71.46525065,,,,,,,
9,a,6,1000810,chnpick,81,81,81,Wannuchecomecut B./Boston Neck Rd. (Rt. 1a),North Kingstown,41.54482124,-71.44124142,,,,,,,
9,a,6,1000810,eel,219.047619,110,320,Wannuchecomecut B./Boston Neck Rd. (Rt. 1a),North Kingstown,41.54482124,-71.44124142,,,,,,,
9,a,6,1000810,pmpknsd,73.5,54,86,Wannuchecomecut B./Boston Neck Rd. (Rt. 1a),North Kingstown,41.54482124,-71.44124142,,,,,,,
9,a,7,1000818,brktrt,174.7692308,131,232,Cocumscussoc Brook/Post Rd.,North Kingstown,41.58357509,-71.4594567,,,,,,,
9,a,7,1000818,eel,235.4375,70,335,Cocumscussoc Brook/Post Rd.,North Kingstown,41.58357509,-71.4594567,,,,,,,
9,a,7,1000818,mummi,23,23,23,Cocumscussoc Brook/Post Rd.,North Kingstown,41.58357509,-71.4594567,,,,,,,
9,a,7,1000818,rdfnpick,126.75,109,172,Cocumscussoc Brook/Post Rd.,North Kingstown,41.58357509,-71.4594567,,,,,,,
9,a,7,1120607,brktrt,0,0,0,Cocumscussoc Brook/Post Road,North Kingstown,413500.5,712729.7,,,,,,,
9,a,7,1120607,brktrt,305,305,305,Cocumscussoc Brook/Post Road,North Kingstown,413500.5,712729.7,,,,,,,
9,a,7,1120607,eel,0,0,0,Cocumscussoc Brook/Post Road,North Kingstown,413500.5,712729.7,,,,,,,
9,a,8,970903,brktrt,201,201,201,Maskerchugg R./Division St.,East Greenwich,41.663194,-71.472389,,,,,,,
9,a,8,970903,rdfnpick,143,131,151,Maskerchugg R./Division St.,East Greenwich,41.663194,-71.472389,,,,,,,
9,a,8,1000822,brbull,97.42857143,80,112,Maskerchugg R./Division St.,East Greenwich,41.663194,-71.472389,,,,,,,
9,a,8,1000822,eel,399.1666667,180,600,Maskerchugg R./Division St.,East Greenwich,41.663194,-71.472389,,,,,,,
9,a,8,1000822,gldshnr,66,66,66,Maskerchugg R./Division St.,East Greenwich,41.663194,-71.472389,,,,,,,
9,a,8,1000822,pmpknsd,70.61538462,56,85,Maskerchugg R./Division St.,East Greenwich,41.663194,-71.472389,,,,,,,
9,a,8,1000822,rdfnpick,123.8333333,82,158,Maskerchugg R./Division St.,East Greenwich,41.663194,-71.472389,,,,,,,
9,a,9,1000823,brbull,113.75,87,155,Dark Entry Brook/First Ave,East Greenwich,41.66119448,-71.46315445,,,,,,,
9,a,9,1000823,eel,325,320,330,Dark Entry Brook/First Ave,East Greenwich,41.66119448,-71.46315445,,,,,,,
9,a,9,1000823,gldshnr,80.76923077,35,118,Dark Entry Brook/First Ave,East Greenwich,41.66119448,-71.46315445,,,,,,,
9,a,9,1000823,rdfnpick,92.46666667,63,183,Dark Entry Brook/First Ave,East Greenwich,41.66119448,-71.46315445,,,,,,,
9,a,10,970916,brktrt,--,72,198,Tributary/Maskerchugg/Saddlebrook Dr.,,41.667083,-71.483556,,,,,,,
9,a,10,970916,rdfnpick,156,156,156,Tributary/Maskerchugg/Saddlebrook Dr.,,41.667083,-71.483556,,,,,,,
9,a,10,1000823,brktrt,107.8333333,62,220,Tributary/Maskerchugg/Saddlebrook Dr.,East Greenwich,41.667083,-71.483556,,,,,,,
9,a,11,1000825,eel,393.5,309,500,Tributary/Maskerchugg/Cedar Ave,East Greenwich,41.65503685,-71.46443539,,,,,,,
9,a,11,1000825,lmb,46.66666667,40,53,Tributary/Maskerchugg/Cedar Ave,East Greenwich,41.65503685,-71.46443539,,,,,,,
9,a,11,1000825,pmpknsd,87,87,87,Tributary/Maskerchugg/Cedar Ave,East Greenwich,41.65503685,-71.46443539,,,,,,,
9,a,11,1000825,rdfnpick,112,112,112,Tributary/Maskerchugg/Cedar Ave,East Greenwich,41.65503685,-71.46443539,,,,,,,
9,a,12,1000829,brktrt,211,211,211,Mill Creek/Camp Rd.,North Kingstown,41.59470919,-71.44814092,,,,,,,
9,a,12,1000829,eel,205.4,173,230,Mill Creek/Camp Rd.,North Kingstown,41.59470919,-71.44814092,,,,,,,
9,a,12,1000829,insside,70,70,70,Mill Creek/Camp Rd.,North Kingstown,41.59470919,-71.44814092,,,,,,,
9,a,12,1000829,menhdn,54,54,54,Mill Creek/Camp Rd.,North Kingstown,41.59470919,-71.44814092,,,,,,,
9,a,12,1000829,mummi,38,37,39,Mill Creek/Camp Rd.,North Kingstown,41.59470919,-71.44814092,,,,,,,
9,a,12,1000829,pmpknsd,60.8,58,66,Mill Creek/Camp Rd.,North Kingstown,41.59470919,-71.44814092,,,,,,,
9,a,12,1000829,tomcod,131,131,131,Mill Creek/Camp Rd.,North Kingstown,41.59470919,-71.44814092,,,,,,,
9,a,13,1000829,gldshnr,85.33333333,73,96,Hardig Brook/Kent Co. YMCA,Warwick,41.695917,-71.493278,,,,,,,
9,a,13,1000829,pmpknsd,76,76,76,Hardig Brook/Kent Co. YMCA,Warwick,41.695917,-71.493278,,,,,,,
9,a,13,1000829,rdfnpick,147.8571429,123,181,Hardig Brook/Kent Co. YMCA,Warwick,41.695917,-71.493278,,,,,,,
9,a,14,1000901,eel,400,400,400,Hardig Brook/Orchard Ave,Warwick,41.69908532,-71.47126486,,,,,,,
9,a,14,1000901,lmb,60,60,60,Hardig Brook/Orchard Ave,Warwick,41.69908532,-71.47126486,,,,,,,
9,a,14,1000901,pmpknsd,95,95,95,Hardig Brook/Orchard Ave,Warwick,41.69908532,-71.47126486,,,,,,,
9,a,14,1000901,tssdtr,59.78125,26,80,Hardig Brook/Orchard Ave,Warwick,41.69908532,-71.47126486,,,,,,,
9,a,14,1000901,wtsuck,126.5,108,165,Hardig Brook/Orchard Ave,Warwick,41.69908532,-71.47126486,,,,,,,
9,a,15,1000911,4spine,37.75,32,42,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,15,1000911,9spine,34.66666667,32,37,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,15,1000911,alewife,49.33333333,43,68,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,15,1000911,blgl,121.8,106,172,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,15,1000911,carp,98.25,74,127,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,15,1000911,eel,237.75,172,325,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,15,1000911,gldshnr,45,45,45,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,15,1000911,lmb,93,93,93,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,15,1000911,mummi,54.56666667,30,96,Buckeye Brook/Old Warwick Ave + Rufus Rd.,Warwick,41.7142814,-71.39849073,,,,,,,
9,a,16,1000911,9spine,40.03333333,34,46,Lockwood Brook/Overbrook Ave,Warwick,41.7196671,-71.38707375,,,,,,,
9,a,16,1000911,eel,291.8888889,145,675,Lockwood Brook/Overbrook Ave,Warwick,41.7196671,-71.38707375,,,,,,,
9,a,16,1000911,gldshnr,89.22222222,42,133,Lockwood Brook/Overbrook Ave,Warwick,41.7196671,-71.38707375,,,,,,,
9,a,16,1000911,mummi,56.5,52,61,Lockwood Brook/Overbrook Ave,Warwick,41.7196671,-71.38707375,,,,,,,
9,a,17,1000918,chnpick,121.5,117,126,Tuscatucket Brook/West Shore Rd.,Warwick,41.70396789,-71.42022228,,,,,,,
9,a,17,1000918,eel,214.2272727,76,331,Tuscatucket Brook/West Shore Rd.,Warwick,41.70396789,-71.42022228,,,,,,,
9,a,17,1000918,gldshnr,108,101,115,Tuscatucket Brook/West Shore Rd.,Warwick,41.70396789,-71.42022228,,,,,,,
9,a,17,1000918,pmpknsd,87.26666667,68,105,Tuscatucket Brook/West Shore Rd.,Warwick,41.70396789,-71.42022228,,,,,,,
9,a,18,1000918,9spine,41.5,41,42,Spring Green Pond Brook/Lansdowne Rd.,Warwick,41.735056,-71.404056,,,,,,,
9,a,18,1000918,eel,247.5,190,305,Spring Green Pond Brook/Lansdowne Rd.,Warwick,41.735056,-71.404056,,,,,,,
9,a,18,1000918,mummi,41.4,38,48,Spring Green Pond Brook/Lansdowne Rd.,Warwick,41.735056,-71.404056,,,,,,,
9,b,19,1000828,blgl,134.3,84,204,Ten Mile River/Hunts Mill Rd.,East Providence,41.82736463,-71.3456471,,,,,,,
9,b,19,1000828,eel,294.8387097,139,550,Ten Mile River/Hunts Mill Rd.,East Providence,41.82736463,-71.3456471,,,,,,,
9,b,19,1000828,gldshnr,139.8461538,96,203,Ten Mile River/Hunts Mill Rd.,East Providence,41.82736463,-71.3456471,,,,,,,
9,b,19,1000828,lmb,86.33333333,46,425,Ten Mile River/Hunts Mill Rd.,East Providence,41.82736463,-71.3456471,,,,,,,
9,b,19,1000828,pmpknsd,105.3333333,75,161,Ten Mile River/Hunts Mill Rd.,East Providence,41.82736463,-71.3456471,,,,,,,
9,b,19,1000828,wperch,173.6666667,152,189,Ten Mile River/Hunts Mill Rd.,East Providence,41.82736463,-71.3456471,,,,,,,
9,b,19,1000828,wtcat,163.2666667,63,208,Ten Mile River/Hunts Mill Rd.,East Providence,41.82736463,-71.3456471,,,,,,,
9,b,19,1000828,ylbull,144.8,103,165,Ten Mile River/Hunts Mill Rd.,East Providence,41.82736463,-71.3456471,,,,,,,
9,b,20,1000914,blgl,209.5,199,220,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1000914,lmb,200.7894737,76,372,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1000914,pmpknsd,121.25,97,134,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1000914,ylbull,160,160,160,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1000914,yperch,150.9411765,89,235,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,blgl,148.7631579,37,213,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,blkcrp,206.25,198,211,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,lmb,299.0714286,165,462,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,pmpknsd,139.8285714,45,193,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,wperch,223.0967742,186,255,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,wtcat,281.5,281,282,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,wtsuck,412.3333333,280,497,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,ylbull,250,250,250,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1010423,yperch,165.8709677,95,240,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1011101,gldfsh,132,132,132,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1011101,lmb,173.5,122,225,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1011101,pmpknsd,151,151,151,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,20,1011101,wtsuck,113,113,113,Turner Reservoir,East Providence,41.837028,-71.338111,,,,,,,
9,b,21,1000915,blgl,116.8571429,78,153,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1000915,lmb,192.9,74,447,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1000915,pmpknsd,148.4,110,190,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1000915,ylbull,183,183,183,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1000915,yperch,175.4,148,217,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,blgl,159.6,83,200,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,brbull,270,270,270,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,gldshnr,210,210,210,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,lmb,333.7647059,82,562,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,pmpknsd,150.52,94,195,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,wperch,223.9333333,105,268,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,wtcat,310,310,310,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,ylbull,198.5,182,215,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,21,1010425,yperch,193.3548387,112,271,Central Pond,East Providence,41.845639,-71.343694,,,,,,,
9,b,22,1010501,alewife,264.0833333,253,282,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,blgl,106.6764706,44,160,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,blkcrp,209.3333333,184,252,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,bndkilli,86,86,86,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,brbull,268,268,268,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,brntrt,362,362,362,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,carp,563.5454545,530,598,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,chnpick,211,211,211,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,eel,245.75,165,308,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,gldshnr,173,173,173,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,lmb,315.0555556,137,469,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,pmpknsd,101.2727273,84,135,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1010501,yperch,183.3333333,128,309,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,alewife,58.5,47,89,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,blgl,105.5555556,62,179,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,brbull,331,331,331,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,carp,533.8333333,480,590,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,eel,290,110,490,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,gshad,384.5,375,394,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,lmb,175,175,175,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,lmb,298.3076923,186,399,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,pmpknsd,58,58,58,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1050627,wperch,139.5,110,167,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,alewife,,60,274,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,blgl,,71,190,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,carp,,477,590,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,chnpick,296,296,296,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,eel,440,440,440,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,gldshnr,,109,126,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,gshad,,372,428,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,insside,70,70,70,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,lmb,0,204,490,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,pmpknsd,0,72,109,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,wperch,0,106,250,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1060626,yperch,192,192,192,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,alewife,75,51,84,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,blgl,,,,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,blkcrp,,,,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,carp,,,,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,eel,,,,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,gldshnr,,,,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,gshad,117.5,112,123,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,lmb,279,76,483,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
9,b,22,1070820,pmpknsd,,,,Brickyard Pond,Barrington,41.735139,-71.320028,,,,,,,
