Basin,Stem,Station,Date---,Species,Average,Minimum,Maximum,Body,Town,Latitude,Longitude,,,,,,,
1,2,7,1041018,brbull,280.0,280,280,Upper Slatersville Res.,Burrillville/N. Smithfield,41.987528,-71.595722,,,,,,,
1,2,7,1041018,chnpick,0.0,0,0,Upper Slatersville Res.,Burrillville/N. Smithfield,41.987528,-71.595722,,,,,,,
1,2,7,1041018,gldshnr,0.0,0,0,Upper Slatersville Res.,Burrillville/N. Smithfield,41.987528,-71.595722,,,,,,,
1,2,7,1041018,lmb,0.0,0,0,Upper Slatersville Res.,Burrillville/N. Smithfield,41.987528,-71.595722,,,,,,,
1,2,7,1041018,pmpknsd,0.0,0,0,Upper Slatersville Res.,Burrillville/N. Smithfield,41.987528,-71.595722,,,,,,,
1,2,7,1041018,wtsuck,0.0,0,0,Upper Slatersville Res.,Burrillville/N. Smithfield,41.987528,-71.595722,,,,,,,
1,2,7,1041018,yperch,0.0,0,0,Upper Slatersville Res.,Burrillville/N. Smithfield,41.987528,-71.595722,,,,,,,
1,2,8,950720,chnpick,128.0,90,185,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,cmnshnr,75.3,63,92,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,fllfsh,37.1,30,42,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,lmb,52.9,43,61,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,lngndc,113.6,100,130,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,pmpknsd,62.0,62,62,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,rdfnpick,144.7,122,157,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,tssdtr,69.9,30,82,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,wtsuck,91.5,43,140,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,8,950720,ylbull,124.0,26,240,Branch R/Snake Hill Rd,Burrillville,41.968861,-71.632111,,,,,,,
1,2,9,1020725,blgl,83.8,75,89,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,chnpick,125.0,125,125,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,cmnshnr,74.8,38,109,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,fllfsh,105.5,35,199,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,lmb,50.0,50,50,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,lngndc,88.0,87,90,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,smb,91.1,53,190,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,tssdtr,62.3,47,71,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,wtsuck,202.8,50,277,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,9,1020725,ylbull,130.1,86,186,Branch R./Great Rd.&St.Paul St.,North Smithfield,42.00108,-71.55242,,,,,,,
1,2,10,1050713,blgl,107.3,66,140,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050713,blkcrp,100.0,100,100,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050713,brbull,35.0,35,35,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050713,gldshnr,32.5,30,35,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050713,lmb,44.3,38,53,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050713,pmpknsd,116.5,110,123,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050730,blgl,79.0,79,79,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050730,chnpick,120.0,116,124,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050730,lmb,50.5,49,52,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,2,10,1050730,pmpknsd,96.0,96,96,Tarkiln Pond,Burrillville/North Smithfield,41.96375,-71.59600,,,,,,,
1,3,1,920702,gldshnr,81.3,51,118,Chepachet R./Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,920702,shiner,78.8,54,135,Chepachet R./Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,920702,tssdtr,56.8,54,60,Chepachet R./Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,920702,wtsuck,95.9,80,120,Chepachet R./Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,940714,blgl,106.1,42,165,Chepachet R/Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,940714,chnpick,218.0,218,218,Chepachet R/Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,940714,fllfsh,85.9,30,169,Chepachet R/Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,940714,gldshnr,162.0,162,162,Chepachet R/Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,940714,lmb,42.0,42,42,Chepachet R/Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,940714,tssdtr,51.8,29,61,Chepachet R/Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,1,940714,wtsuck,75.6,36,135,Chepachet R/Putnam Pike,Glocester,41.914861,-71.66706,,,,,,,
1,3,2,920826,brktrt,231.0,231,231,"Chepachet R., Gaza Rd.",Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,920826,chnpick,110.0,110,110,"Chepachet R., Gaza Rd.",Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,920826,swmpdtr,37.0,37,37,"Chepachet R., Gaza Rd.",Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,920826,tssdtr,57.1,51,65,"Chepachet R., Gaza Rd.",Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,920826,wtsuck,85.0,44,120,"Chepachet R., Gaza Rd.",Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,940722,bndsnfsh,48.0,44,52,Chepachet R/Gaza Rd. Bridge abutment,Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,940722,brbull,104.0,104,104,Chepachet R/Gaza Rd. Bridge abutment,Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,940722,fllfsh,30.0,30,30,Chepachet R/Gaza Rd. Bridge abutment,Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,940722,tssdtr,46.7,23,70,Chepachet R/Gaza Rd. Bridge abutment,Glocester,41.94126707,-71.64754,,,,,,,
1,3,2,940722,wtsuck,88.6,36,319,Chepachet R/Gaza Rd. Bridge abutment,Glocester,41.94126707,-71.64754,,,,,,,
1,3,3,920831,brktrt,119.8,73,277,"Chepachet R., Gaza Rd. (upstream from station 1.3.2)",Glocester,41.939861,-71.64925,,,,,,,
1,3,3,920831,cmnshnr,58.0,50,66,"Chepachet R., Gaza Rd. (upstream from station 1.3.2)",Glocester,41.939861,-71.64925,,,,,,,
1,3,3,920831,tssdtr,60.5,30,78,"Chepachet R., Gaza Rd. (upstream from station 1.3.2)",Glocester,41.939861,-71.64925,,,,,,,
1,3,3,920831,wtsuck,123.0,123,123,"Chepachet R., Gaza Rd. (upstream from station 1.3.2)",Glocester,41.939861,-71.64925,,,,,,,
1,3,3,940722,brktrt,154.3,129,172,Chepachet R/Gaza Rd. (upstream from station 1.3.2),Glocester,41.939861,-71.64925,,,,,,,
1,3,3,940722,fllfsh,26.0,26,26,Chepachet R/Gaza Rd. (upstream from station 1.3.2),Glocester,41.939861,-71.64925,,,,,,,
1,3,3,940722,tssdtr,58.0,42,94,Chepachet R/Gaza Rd. (upstream from station 1.3.2),Glocester,41.939861,-71.64925,,,,,,,
1,3,3,940722,wtsuck,101.5,77,122,Chepachet R/Gaza Rd. (upstream from station 1.3.2),Glocester,41.939861,-71.64925,,,,,,,
1,3,4,920902,chnpick,114.5,86,143,"Chepachet R., Victory Hwy Rt. 102",Glocester,41.91982578,-71.66282,,,,,,,
1,3,4,920902,cmnshnr,64.9,38,85,"Chepachet R., Victory Hwy Rt. 102",Glocester,41.91982578,-71.66282,,,,,,,
1,3,4,920902,fllfsh,84.7,39,160,"Chepachet R., Victory Hwy Rt. 102",Glocester,41.91982578,-71.66282,,,,,,,
1,3,4,920902,lmb,57.2,45,74,"Chepachet R., Victory Hwy Rt. 102",Glocester,41.91982578,-71.66282,,,,,,,
1,3,4,920902,tssdtr,53.3,45,66,"Chepachet R., Victory Hwy Rt. 102",Glocester,41.91982578,-71.66282,,,,,,,
1,3,4,920902,wtsuck,135.0,112,158,"Chepachet R., Victory Hwy Rt. 102",Glocester,41.91982578,-71.66282,,,,,,,
1,3,5,940608,blgl,112.5,38,220,Smith & Sayles Res,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,940608,bndkilli,64.0,64,64,Smith & Sayles Res,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,940608,brbull,276.8,250,305,Smith & Sayles Res,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,940608,chnpick,219.2,41,524,Smith & Sayles Res,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,940608,lmb,262.3,115,355,Smith & Sayles Res,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,940608,pmpknsd,134.2,87,185,Smith & Sayles Res,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,940608,yperch,160.6,113,311,Smith & Sayles Res,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,blgl,,90,214,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,sunfish yoy,,54,63,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,blkcrp,,76,254,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,blkcrp yoy,,--,--,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,bndkilli,,55,114,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,brbull,,127,127,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,chnpick,,146,388,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,lmb,,103,323,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,lmb yoy,,71,75,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,pmpknsd,,90,197,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,yperch,,89,196,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1021114,ypercy yoy,,--,--,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1030730,bndkilli,,22,22,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1030730,chnpick,,75,75,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1030730,lmb,,39,39,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1030730,swmpdtr,38.0,31,51,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,blgl,,79,197,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,sunfish yoy,,42,59,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,blkcrp,,293,293,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,blkcrp yoy,,57,79,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,bndkilli,,45,70,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,brbull,,177,296,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,chnpick,,81,233,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,chnpick yoy,,--,--,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,lmb,,198,454,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,lmb yoy,,66,70,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,pmpknsd,,75,190,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,ylbull,,154,154,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,yperch,,112,311,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1031020,yperch yoy,,--,--,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1061023,blgl,,45,183,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,blkcrp,,65,255,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,brbull,,296,296,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,chnpick,,123,373,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,chnpick yoy,,--,--,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,lmb,,173,500,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,lmb yoy,,68,75,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,pmpknsd,,80,183,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,sunfish yoy,,45,50,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,ylbull,,198,276,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,yperch,,147,280,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1061023,yperch yoy,,80,84,Smith & Sayles Res.,,41.892306,-71.68019,,,,,,,
1,3,5,1080915,gldshnr,,85,85,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,bndkilli,,72,72,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,ylbull,,174,258,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,chnpick,,80,344,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,chnpick yoy,,82,84,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,pmpknsd,,56,200,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,yperch,,90,205,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,yperch yoy,,--,--,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,blgl,,80,191,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,sunfish yoy,,55,57,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,blkcrp,,76,286,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,blkcrp yoy,,76,80,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,lmb,,63,372,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,5,1080915,lmb yoy,,63,71,Smith & Sayles Res.,Glocester,41.892306,-71.68019,,,,,,,
1,3,6,940713,chnpick,90.0,63,134,Saunders brk/Chestnut Hill Rd,Glocester,41.88642874,-71.70443,,,,,,,
1,3,7,940713,brktrt,64.7,55,82,Sucker Brk/Steere Farm Rd,Burrillville,41.93325448,-71.67377,,,,,,,
1,3,8,940719,brktrt,97.7,59,155,Trib Sucker Brk/S.Main St (100)/Burrillville,Burrillville,41.9335446,-71.68024,,,,,,,
1,3,8,940719,lmb,184.5,176,193,Trib Sucker Brk/S.Main St (100)/Burrillville,Burrillville,41.9335446,-71.68024,,,,,,,
1,3,8,940719,rdfnpick,96.2,62,165,Trib Sucker Brk/S.Main St (100)/Burrillville,Burrillville,41.9335446,-71.68024,,,,,,,
1,3,9,1020613,blgl,153.1,37,214,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1020613,blkcrp,282.0,282,282,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1020613,brbull,331.0,318,353,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1020613,chnpick,178.2,52,411,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1020613,gldshnr,201.0,109,239,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1020613,lmb,256.6,130,430,Keech Pond,Glocester,41.892306,-71.68019,,,,,,,
1,3,9,1020613,pmpknsd,169.9,58,211,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1020613,yperch,142.2,72,250,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1020626,chnpick,70.0,70,70,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1020626,swmpdtr,42.5,40,45,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,blgl,0.0,0,0,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,blkcrp,0.0,0,0,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,brbull,330.0,330,330,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,chnpick,0.0,0,0,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,gldshnr,245.0,245,245,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,lmb,0.0,0,0,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,pmpknsd,0.0,0,0,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,swmpdtr,44.0,44,44,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,ylbull,0.0,0,0,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,9,1031118,yperch,0.0,0,0,Keech Pond,Glocester,41.88275,-71.69014,,,,,,,
1,3,10,1090617,no fish,,,0,Unnamed tributary/Chepachet R./Loop Trail,Glocester/Sprague Farm,41.90561,71.70563,,,,,,,
1,4,1,940420,blgl,164.0,80,202,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,940420,chnpick,285.0,138,453,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,940420,lmb,274.9,102,375,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,940420,pmpknsd,173.5,120,200,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,940420,pmpknsd,0.0,0,0,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,940420,yperch,228.1,70,281,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1020816,Lepomis,0.0,0,0,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1020816,lmb,62.3,53,76,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1020816,swmpdtr,37.0,35,39,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1111024,blgl,161.2,75,225,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1111024,chnpick,326.3,263,391,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1111024,lmb,252.9,64,555,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1111024,pmpknsd,97.0,47,127,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1111024,ylbull,231.5,225,238,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,1,1111024,yperch,174.6,75,212,Spring Lake,Burrillville,41.984722,-71.66306,,,,,,,
1,4,2,940428,blgl,168.2,124,235,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,940428,blkcrp,244.0,244,244,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,940428,brbull,285.0,265,295,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,940428,chnpick,258.7,158,330,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,940428,gldshnr,103.0,61,140,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,940428,lmb,303.5,77,519,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,940428,npike,917.5,914,921,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,940428,pmpknsd,151.0,92,183,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,940428,yperch,164.5,65,242,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,991006,blgl,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,991006,blkcrp,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,991006,chnpick,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,991006,gldshnr,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,991006,lmb,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,991006,pmpknsd,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,991006,yperch,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1021002,blgl,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1021002,blkcrp,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1021002,brbull,265.0,265,265,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1021002,chnpick,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1021002,eel,510.0,510,510,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1021002,lmb,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1021002,pmpknsd,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1021002,yperch,0.0,0,0,Echo Lake,Burrillville/Glocester,41.93557816,-71.70931,,,,,,,
1,4,2,1070917,ylbull,165.0,165,165,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,2,1070917,gldshnr,,88,90,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,2,1070917,brbull,,300,329,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,2,1070917,blkcrp,,68,72,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,2,1070917,chnpick,,83,344,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,2,1070917,lmb,,64,358,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,2,1070917,blgl,,45,216,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,2,1070917,pmpknsd,,91,202,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,2,1070917,yperch,,80,269,Echo Lake,"Burrillville,Glocester",41.93557816,-71.70931,,,,,,,
1,4,3,940503,alewife,203.0,100,224,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,blgl,121.9,45,215,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,bndkilli,66.1,40,93,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,bndsnfsh,62.5,58,67,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,brktrt,240.0,160,301,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,chnpick,255.0,255,255,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,lmb,209.8,70,365,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,pmpknsd,121.5,120,123,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,rnbwtrt,304.8,229,411,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,940503,yperch,149.0,112,241,Wallum Lake,Burrillville,42.00091118,-71.76649,,,,,,,
1,4,3,1121022,alewife,80.5,71,90,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,blgl,94.0,35,126,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,bndkilli,63.3,62,65,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,brntrt,344.5,337,352,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,lmb,230.7,121,522,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,pmpknsd,150.9,119,182,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,rnbwtrt,357.3,337,381,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,smb,173.9,32,364,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,ybull,236.0,236,236,Wallum Lake,Burrillville,,,,,,,,,
1,4,3,1121022,yperch,254.3,207,328,Wallum Lake,Burrillville,,,,,,,,,
1,4,4,940524,blgl,133.2,26,204,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,940524,brktrt,326.3,305,350,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,940524,brntrt,370.0,370,370,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,940524,chnpick,271.0,170,436,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,940524,gldshnr,129.4,55,245,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,940524,lmb,295.5,106,486,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,940524,pmpknsd,133.1,42,165,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,940524,rnbwtrt,350.5,341,360,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
