Basin,Stem,Station,Date,Species,Average,Minimum,Maximum,Body,Town,Latitude,Longitude,,,,,,,
5,0,5,950627,brbull,275.0,275,275,Woonasquatucket Res.,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,950627,chnpick,212.0,204,234,Woonasquatucket Res.,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,950627,eel,411.2,290,540,Woonasquatucket Res.,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,950627,lmb,197.3,72,310,Woonasquatucket Res.,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,950627,pmpknsd,159.1,56,190,Woonasquatucket Res.,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,950627,wperch,230.6,216,261,Woonasquatucket Res.,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,950627,ylbull,196.5,187,206,Woonasquatucket Res.,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,950627,yperch,181.9,26,242,Woonasquatucket Res.,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,blgl,-,75,190,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,blkcrp,-,68,234,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,brbull,165.0,165,165,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,chnpick,-,165,320,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,eel,410.0,410,410,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,gldshnr,-,68,226,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,lmb,-,102,386,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,npike,762.0,762,762,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,pmpknsd,-,48,283,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,wperch,-,221,292,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,ylbull,245.0,235,255,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,yoy sunfish,-,-,-,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,5,1101012,yperch,-,155,195,Woonasquatucket Reservoir,Smithfield,41.90389,-71.54439,,,,,,,
5,0,6,950727,blgl,60.0,60,60,Woonasquatucket R./Old Forge Rd.,Smithfield,41.91993,-71.55284,,,,,,,
5,0,6,950727,crkchbskr,68.0,57,85,Woonasquatucket R./Old Forge Rd.,Smithfield,41.91993,-71.55284,,,,,,,
5,0,6,950727,eel,0.0,0,0,Woonasquatucket R./Old Forge Rd.,Smithfield,41.91993,-71.55284,,,,,,,
5,0,6,950727,lmb,228.0,228,228,Woonasquatucket R./Old Forge Rd.,Smithfield,41.91993,-71.55284,,,,,,,
5,0,6,950727,rdfnpick,54.0,54,54,Woonasquatucket R./Old Forge Rd.,Smithfield,41.91993,-71.55284,,,,,,,
5,0,6,950727,rnbwtrt,254.0,254,254,Woonasquatucket R./Old Forge Rd.,Smithfield,41.91993,-71.55284,,,,,,,
5,0,6,950727,tssdtr,54.0,44,62,Woonasquatucket R./Old Forge Rd.,Smithfield,41.91993,-71.55284,,,,,,,
5,0,7,950808,chnpick,158.8,115,203,"Woonasquatucket R,/Smith St (RT44)",Smithfield,41.85890,-71.48731,,,,,,,
5,0,7,950808,eel,305.0,305,305,"Woonasquatucket R,/Smith St (RT44)",Smithfield,41.85890,-71.48731,,,,,,,
5,0,7,950808,fllfsh,59.5,44,136,"Woonasquatucket R,/Smith St (RT44)",Smithfield,41.85890,-71.48731,,,,,,,
5,0,7,950808,pmpknsd,93.8,81,107,"Woonasquatucket R,/Smith St (RT44)",Smithfield,41.85890,-71.48731,,,,,,,
5,0,7,950808,tssdtr,65.8,31,80,"Woonasquatucket R,/Smith St (RT44)",Smithfield,41.85890,-71.48731,,,,,,,
5,0,7,950808,wtsuck,108.4,62,186,"Woonasquatucket R,/Smith St (RT44)",Smithfield,41.85890,-71.48731,,,,,,,
5,0,7,950808,ylbull,98.0,52,144,"Woonasquatucket R,/Smith St (RT44)",Smithfield,41.85890,-71.48731,,,,,,,
5,0,8,950811,blgl,153.0,153,153,Woonasquatucket R./Goldsmith rd.,Johnston,41.83614,-71.47217,,,,,,,
5,0,8,950811,eel,180.0,180,180,Woonasquatucket R./Goldsmith rd.,Johnston,41.83614,-71.47217,,,,,,,
5,0,8,950811,gldshnr,41.9,21,58,Woonasquatucket R./Goldsmith rd.,Johnston,41.83614,-71.47217,,,,,,,
5,0,8,950811,lmb,60.3,51,67,Woonasquatucket R./Goldsmith rd.,Johnston,41.83614,-71.47217,,,,,,,
5,0,8,950811,pmpknsd,65.4,30,115,Woonasquatucket R./Goldsmith rd.,Johnston,41.83614,-71.47217,,,,,,,
5,0,8,950811,tssdtr,35.5,35,36,Woonasquatucket R./Goldsmith rd.,Johnston,41.83614,-71.47217,,,,,,,
5,0,9,950731,blgl,87.7,59,160,Nine Foot Bk/Evans Rd,Glocester,41.89809,-71.57880,,,,,,,
5,0,9,950731,brbull,131.9,93,254,Nine Foot Bk/Evans Rd,Glocester,41.89809,-71.57880,,,,,,,
5,0,9,950731,eel,254.0,254,254,Nine Foot Bk/Evans Rd,Glocester,41.89809,-71.57880,,,,,,,
5,0,9,950731,gldshnr,175.0,175,175,Nine Foot Bk/Evans Rd,Glocester,41.89809,-71.57880,,,,,,,
5,0,9,950731,lmb,91.6,53,140,Nine Foot Bk/Evans Rd,Glocester,41.89809,-71.57880,,,,,,,
5,0,9,950731,pmpknsd,85.8,61,133,Nine Foot Bk/Evans Rd,Glocester,41.89809,-71.57880,,,,,,,
5,0,9,950731,rdfnpick,123.2,76,154,Nine Foot Bk/Evans Rd,Glocester,41.89809,-71.57880,,,,,,,
5,0,9,950731,yperch,59.0,59,59,Nine Foot Bk/Evans Rd,Glocester,41.89809,-71.57880,,,,,,,
5,0,10,950731,no fish,-,-,-,Shinscot Bk/Farnum Rd,Glocester,41.90224,-71.59452,,,,,,,
5,0,11,950802,blgl,56.6,47,74,Cutler Bk/Waterman Lake Dr,Glocester,41.88444,-71.59993,,,,,,,
5,0,11,950802,chnpick,82.0,82,82,Cutler Bk/Waterman Lake Dr,Glocester,41.88444,-71.59993,,,,,,,
5,0,11,950802,lmb,59.0,55,64,Cutler Bk/Waterman Lake Dr,Glocester,41.88444,-71.59993,,,,,,,
5,0,11,950802,swmpdtr,42.0,42,42,Cutler Bk/Waterman Lake Dr,Glocester,41.88444,-71.59993,,,,,,,
5,0,11,950802,tssdtr,58.1,50,63,Cutler Bk/Waterman Lake Dr,Glocester,41.88444,-71.59993,,,,,,,
5,0,11,950802,wtsuck,58.4,29,158,Cutler Bk/Waterman Lake Dr,Glocester,41.88444,-71.59993,,,,,,,
5,0,12,950807,blgl,32.0,27,82,Assapumset Bk/Pine Hill Ave.,Johnston,41.84856,-71.50478,,,,,,,
5,0,12,950807,blkndce,52.8,44,67,Assapumset Bk/Pine Hill Ave.,Johnston,41.84856,-71.50478,,,,,,,
5,0,12,950807,eel,457.0,457,457,Assapumset Bk/Pine Hill Ave.,Johnston,41.84856,-71.50478,,,,,,,
5,0,13,950801,blgl,69.0,60,75,Harris Bk/Stillwater Rd,Smithfield,41.89867,-71.50989,,,,,,,
5,0,13,950801,brbull,76.0,76,76,Harris Bk/Stillwater Rd,Smithfield,41.89867,-71.50989,,,,,,,
5,0,13,950801,chnpick,79.0,79,79,Harris Bk/Stillwater Rd,Smithfield,41.89867,-71.50989,,,,,,,
5,0,13,950801,eel,305.5,305,306,Harris Bk/Stillwater Rd,Smithfield,41.89867,-71.50989,,,,,,,
5,0,13,950801,lmb,48.0,48,48,Harris Bk/Stillwater Rd,Smithfield,41.89867,-71.50989,,,,,,,
5,0,13,950801,wtsuck,72.5,48,97,Harris Bk/Stillwater Rd,Smithfield,41.89867,-71.50989,,,,,,,
5,0,14,990617,eel,-,-,-,Woonasquatucket R./Whipple Park/Whipple Ave.,Smithfield,41.88646,-71.50528,,,,,,,
5,0,14,990617,fllfsh,-,-,-,Woonasquatucket R./Whipple Park/Whipple Ave.,Smithfield,41.88646,-71.50528,,,,,,,
5,0,14,990617,lmb,-,-,-,Woonasquatucket R./Whipple Park/Whipple Ave.,Smithfield,41.88646,-71.50528,,,,,,,
5,0,14,990617,pmpknsd,-,-,-,Woonasquatucket R./Whipple Park/Whipple Ave.,Smithfield,41.88646,-71.50528,,,,,,,
5,0,14,990617,rnbwtrt,-,-,-,Woonasquatucket R./Whipple Park/Whipple Ave.,Smithfield,41.88646,-71.50528,,,,,,,
5,0,14,990617,tssdtr,-,-,-,Woonasquatucket R./Whipple Park/Whipple Ave.,Smithfield,41.88646,-71.50528,,,,,,,
5,0,14,990617,ylbull,-,-,-,Woonasquatucket R./Whipple Park/Whipple Ave.,Smithfield,41.88646,-71.50528,,,,,,,
5,0,15,990617,blgl,-,-,-,Woonasquatucket R./Esmond St.,Smithfield,41.87856,-71.50169,,,,,,,
5,0,15,990617,eel,-,-,-,Woonasquatucket R./Esmond St.,Smithfield,41.87856,-71.50169,,,,,,,
5,0,15,990617,fllfsh,-,-,-,Woonasquatucket R./Esmond St.,Smithfield,41.87856,-71.50169,,,,,,,
5,0,15,990617,gldshnr,-,-,-,Woonasquatucket R./Esmond St.,Smithfield,41.87856,-71.50169,,,,,,,
5,0,15,990617,tssdtr,-,-,-,Woonasquatucket R./Esmond St.,Smithfield,41.87856,-71.50169,,,,,,,
5,0,15,990617,ylbull,-,-,-,Woonasquatucket R./Esmond St.,Smithfield,41.87856,-71.50169,,,,,,,
,,,,,,,,,,,,,,,,,,
